seqid,uniprot
SeqId_5487_7,Q9NQ25
SeqId_5488_74,P12931
SeqId_5489_18,P31948
SeqId_5490_53,Q08629
SeqId_5491_12,Q92563
SeqId_5493_17,Q9BYP7
SeqId_5494_52,P62306
SeqId_5508_62,P07339
SeqId_5509_7,P01133
SeqId_5526_53,Q9Y5U5
SeqId_5532_53,P11362
SeqId_5534_49,O14763
SeqId_5542_22,O14786
SeqId_5581_28,Q08830
SeqId_5583_62,P34925
SeqId_5584_21,P20062
SeqId_5586_66,Q9UNW1
SeqId_5590_11,Q8TCW7
SeqId_5593_11,Q14554
SeqId_5596_75,P06127
SeqId_5598_3,Q9H772
SeqId_5599_88,Q8NBM8
SeqId_5601_2,Q96PD5
SeqId_5602_62,Q5GAN6
SeqId_5604_30,Q9Y251
SeqId_5605_77,O00587
SeqId_5606_24,P55081
SeqId_5609_92,Q7Z5A7
SeqId_5610_32,Q5VUB5
SeqId_5611_56,Q8NET1
SeqId_5612_16,Q9BX68
SeqId_5613_75,Q9GZY6
SeqId_5614_44,P06850
SeqId_5615_62,Q8WUF8
SeqId_5617_41,O15130
SeqId_5618_50,P58499
SeqId_5620_13,P19021
SeqId_5621_64,Q9NS62
SeqId_5623_11,Q8TDQ1
SeqId_5626_20,Q99895
SeqId_5627_53,P01148
SeqId_5628_21,Q9NS98
SeqId_5629_58,P26715
SeqId_5630_48,Q9UGN4
SeqId_5631_83,P12872
SeqId_5632_6,Q9NQ79
SeqId_5634_39,Q9H488
SeqId_5636_10,P55083
SeqId_5637_81,Q9Y2I2
SeqId_5638_23,Q8NBJ5
SeqId_5639_49,Q8TDF5
SeqId_5643_2,Q6JVE9
SeqId_5644_60,P34096
SeqId_5646_20,Q93091
SeqId_5648_28,Q6GPI1
SeqId_5649_83,Q00888
SeqId_5650_9,Q15084
SeqId_5651_50,Q13046
SeqId_5653_23,A4D1T9
SeqId_5654_70,Q96JJ7
SeqId_5656_53,P21128
SeqId_5657_28,Q11201
SeqId_5658_64,P05160
SeqId_5659_11,P20396
SeqId_5660_51,P08294
SeqId_5661_15,Q14116
SeqId_5663_18,P10720
SeqId_5664_57,Q8N104
SeqId_5667_3,Q13214
SeqId_5669_26,Q5JXA9
SeqId_5671_1,P17538
SeqId_5675_6,P24821
SeqId_5676_54,P42127
SeqId_5677_15,Q6UXQ4
SeqId_5679_16,P81534
SeqId_5680_54,Q9NPH6
SeqId_5682_13,Q6EMK4
SeqId_5687_5,P14314
SeqId_5688_65,Q9NTU7
SeqId_5689_1,Q30KQ8
SeqId_5690_49,Q9NNX1
SeqId_5691_2,Q9H0B8
SeqId_5698_60,P22105
SeqId_5701_81,P05452
SeqId_5703_26,Q99784
SeqId_5704_74,P51124
SeqId_5707_55,P41970
SeqId_5708_1,Q969E1
SeqId_5713_9,Q8IZI9
SeqId_5714_88,P05013
SeqId_5715_4,Q9BUJ0
SeqId_5716_49,Q6PB30
SeqId_5717_2,O75339
SeqId_5719_66,Q15884
SeqId_5722_78,P42785
SeqId_5723_4,P51460
SeqId_5724_58,Q6UWP8
SeqId_5726_49,Q6PDA7
SeqId_5727_35,Q6Y288
SeqId_5728_60,Q96LA6
SeqId_5730_60,O95715
SeqId_5731_1,Q6UWN8
SeqId_5734_13,Q96NY8
SeqId_5735_54,Q96EU7
SeqId_5736_1,Q5T2D2
SeqId_5737_61,Q92854
SeqId_5738_25,P24821
SeqId_5739_75,P60985
SeqId_5740_17,Q9Y6N7
SeqId_5742_14,Q9NPH0
SeqId_5743_82,Q16568
SeqId_5744_12,Q9BUN1
SeqId_5745_64,O43692
SeqId_5748_20,Q13510
SeqId_5749_53,P04118
SeqId_5751_14,Q6P1Q0
SeqId_5752_63,Q96L08
SeqId_5753_21,Q7Z5A9
SeqId_5754_76,Q9Y581
SeqId_5755_29,P09681
SeqId_5756_66,Q9BXP8
SeqId_5757_45,O95467
SeqId_5758_49,Q9UKQ9
SeqId_5762_35,Q08648
SeqId_5763_67,Q8WTQ1
SeqId_5764_4,Q10471
SeqId_5765_53,Q5J5C9
SeqId_5792_8,P02771
SeqId_5798_3,P55957
SeqId_5801_72,P01138
SeqId_5803_24,P01024
SeqId_5807_77,P32970
SeqId_5810_25,P13385
SeqId_5813_58,P01588
SeqId_5822_22,P39905
SeqId_5825_49,P15260
SeqId_5834_18,P15248
SeqId_5837_49,P42702
SeqId_5843_60,Q96KQ7
SeqId_5852_6,P80511
SeqId_5854_60,P10636
SeqId_5858_6,P63104
SeqId_5861_78,P46952
SeqId_5864_10,P04075
SeqId_5867_60,P05089
SeqId_5870_23,Q92934
SeqId_5879_51,Q13561
SeqId_5882_34,P24534
SeqId_5885_55,Q15056
SeqId_5888_29,P63241
SeqId_5897_58,P07492
SeqId_5900_11,P49773
SeqId_5903_91,P11142
SeqId_5909_51,P15531
SeqId_5915_58,P50542
SeqId_5918_5,Q06323
SeqId_5927_4,O95389
SeqId_5934_1,P02792
SeqId_5936_53,P01375
SeqId_5939_42,O43508
SeqId_5947_90,P40225
SeqId_5954_62,P01270
SeqId_5957_30,P61278
SeqId_5960_49,Q99LC4
SeqId_5963_9,Q6E0U4
SeqId_5980_55,Q53S33
SeqId_5981_6,P0DPI2
SeqId_5988_49,O43557
SeqId_6020_52,O95399
SeqId_6022_57,Q99435
SeqId_6027_31,Q8WXF3
SeqId_6035_2,P15907
SeqId_6036_78,Q5JZY3
SeqId_6037_6,Q99LC4
SeqId_6039_24,P24387
SeqId_6042_52,P24821
SeqId_6048_4,Q99LC4
SeqId_6049_64,Q13332
SeqId_6054_6,O95157
SeqId_6060_2,P12273
SeqId_6064_4,Q9BS26
SeqId_6069_71,Q8NBJ7
SeqId_6070_11,Q99LC4
SeqId_6077_63,Q9NZK5
SeqId_6079_59,Q8TE99
SeqId_6081_52,Q9UKZ9
SeqId_6086_15,Q6WN34
SeqId_6102_2,Q99LC4
SeqId_6103_70,Q96RD9
SeqId_6107_3,Q9UNI1
SeqId_6115_40,Q99LC4
SeqId_6117_4,P0DMV8
SeqId_6119_14,Q7Z304
SeqId_6121_5,Q99LC4
SeqId_6123_69,P04637
SeqId_6151_18,P46734
SeqId_6168_11,P04637
SeqId_6207_10,P07602
SeqId_6210_100,P01569
SeqId_6213_10,Q6NT52
SeqId_6214_84,P32881
SeqId_6219_14,Q5EBL8
SeqId_6221_1,Q9BRR6
SeqId_6223_5,Q16661
SeqId_6226_69,Q8IYU8
SeqId_6227_1,O43240
SeqId_6228_58,Q9HBV2
SeqId_6230_56,O95813
SeqId_6231_46,O76061
SeqId_6234_74,Q6UXI7
SeqId_6237_11,Q8N441
SeqId_6238_55,Q9UQ74
SeqId_6240_70,Q2MKA7
SeqId_6245_4,Q92692
SeqId_6247_9,O00241
SeqId_6252_62,Q96QR1
SeqId_6255_74,Q96SM3
SeqId_6256_9,O95867
SeqId_6257_56,Q99674
SeqId_6259_60,P24821
SeqId_6260_14,P24821
SeqId_6262_14,Q9NRM6
SeqId_6264_9,O00622
SeqId_6267_51,Q9H169
SeqId_6273_58,Q32P28
SeqId_6274_15,Q2TBF2
SeqId_6276_16,P0DMV8
SeqId_6277_55,Q99LC4
SeqId_6280_11,O95206
SeqId_6281_51,Q16842
SeqId_6283_60,Q8IX19
SeqId_6284_7,Q6UX46
SeqId_6285_71,Q14165
SeqId_6289_78,Q6ZRI8
SeqId_6290_3,Q765I0
SeqId_6291_55,Q9BQT9
SeqId_6294_11,Q86Y30
SeqId_6295_67,Q99LC4
SeqId_6296_36,Q8WWZ8
SeqId_6300_14,Q99LC4
SeqId_6304_8,Q9BXJ1
SeqId_6315_58,Q6P4A8
SeqId_6321_65,Q9Y5H3
SeqId_6324_11,Q92874
SeqId_6326_20,P12644
SeqId_6334_9,P36268
SeqId_6340_10,Q99LC4
SeqId_6342_10,Q6UXI9
SeqId_6350_43,P02655
SeqId_6351_55,P40259
SeqId_6352_8,P14616
SeqId_6353_60,Q99LC4
SeqId_6354_13,Q6MZM0
SeqId_6357_83,P08861
SeqId_6359_50,Q8NAT1
SeqId_6360_7,Q7Z7B8
SeqId_6361_49,Q15256
SeqId_6362_6,Q9H1Z8
SeqId_6363_55,Q99LC4
SeqId_6364_7,Q9BX59
SeqId_6365_62,Q99LC4
SeqId_6366_38,Q96J42
SeqId_6367_66,Q06828
SeqId_6368_9,Q9H114
SeqId_6369_82,O75398
SeqId_6371_50,O43827
SeqId_6372_7,Q9Y2T7
SeqId_6373_54,P80370
SeqId_6375_75,Q8NBI6
SeqId_6377_54,Q7Z4W2
SeqId_6378_2,Q86SI9
SeqId_6379_62,Q86TH1
SeqId_6380_23,Q14197
SeqId_6382_17,O00462
SeqId_6383_90,O43897
SeqId_6384_19,Q8IUB2
SeqId_6385_63,Q6PCB0
SeqId_6386_4,Q99LC4
SeqId_6388_21,Q96EE4
SeqId_6389_57,Q99LC4
SeqId_6390_18,P0C0P6
SeqId_6391_52,Q8N6C8
SeqId_6392_7,O76076
SeqId_6393_63,P14625
SeqId_6395_58,Q96T91
SeqId_6398_12,P36776
SeqId_6399_52,Q8IZN7
SeqId_6400_33,Q8NBR0
SeqId_6401_73,Q99LC4
SeqId_6402_8,Q9UKJ1
SeqId_6404_20,O75973
SeqId_6405_74,P11465
SeqId_6406_3,Q9C002
SeqId_6407_63,O00515
SeqId_6408_2,P55103
SeqId_6409_57,Q8IZF2
SeqId_6410_26,Q14641
SeqId_6411_58,Q30KP9
SeqId_6412_26,Q99LC4
SeqId_6413_79,Q5VXJ0
SeqId_6414_8,Q86UD1
SeqId_6415_90,P22792
SeqId_6416_8,Q86XP6
SeqId_6417_55,Q99LC4
SeqId_6419_75,Q99LC4
SeqId_6420_4,Q9NX18
SeqId_6421_52,P05015
SeqId_6424_2,Q5GAN3
SeqId_6425_87,Q99542
SeqId_6430_36,Q8N3H0
SeqId_6431_68,Q9UHG3
SeqId_6433_57,Q96MK3
SeqId_6434_18,O75106
SeqId_6439_59,Q9H972
SeqId_6440_31,Q13361
SeqId_6441_62,Q9UKP5
SeqId_6442_6,Q86Y29
SeqId_6443_68,Q99LC4
SeqId_6444_15,Q16557
SeqId_6447_73,P26022
SeqId_6448_36,Q99985
SeqId_6450_8,P51161
SeqId_6451_64,Q9BXN1
SeqId_6453_70,Q8NHJ6
SeqId_6454_38,P52565
SeqId_6455_52,Q86UW8
SeqId_6456_17,Q00889
SeqId_6457_50,Q9Y5H4
SeqId_6458_6,P04843
SeqId_6461_54,P02656
SeqId_6462_12,Q99727
SeqId_6463_59,P83859
SeqId_6464_40,Q6DKI7
SeqId_6466_7,Q99LC4
SeqId_6467_65,Q8NBL1
SeqId_6468_37,Q86UU9
SeqId_6469_62,O95868
SeqId_6470_19,P23142
SeqId_6471_53,Q92496
SeqId_6472_40,P40967
SeqId_6473_55,Q9NP55
SeqId_6478_2,A6NGN9
SeqId_6480_1,Q8WVQ1
SeqId_6485_59,P15814
SeqId_6491_59,Q9H2R5
SeqId_6493_9,Q66K79
SeqId_6494_60,Q96QH8
SeqId_6495_14,P05305
SeqId_6496_60,P80370
SeqId_6497_10,O15537
SeqId_6504_65,Q9Y4K0
SeqId_6506_54,P49755
SeqId_6507_16,O15394
SeqId_6508_68,O95969
SeqId_6510_56,Q8TEB7
SeqId_6511_17,Q96LR4
SeqId_6517_14,P55107
SeqId_6518_85,Q9UBU3
SeqId_6520_87,P08493
SeqId_6521_35,P47972
SeqId_6522_57,Q99LC4
SeqId_6525_17,Q6B8I1
SeqId_6526_77,Q9NY56
SeqId_6527_1,Q7L0X0
SeqId_6528_95,Q9UBQ6
SeqId_6530_63,Q99935
SeqId_6531_29,Q96A26
SeqId_6533_20,Q8WZ79
SeqId_6536_54,Q8NHP8
SeqId_6538_90,Q8IYS2
SeqId_6543_182,P81277
SeqId_6544_33,Q92832
SeqId_6545_58,P04156
SeqId_6547_83,O60235
SeqId_6549_60,Q96N03
SeqId_6550_4,Q14773
SeqId_6551_94,Q8IW75
SeqId_6553_68,Q9UL16
SeqId_6555_58,Q9UJZ1
SeqId_6556_5,Q9UJA9
SeqId_6557_50,Q8TF66
SeqId_6558_5,Q9Y6Z7
SeqId_6561_77,P01602
SeqId_6563_78,P0DMV8
SeqId_6570_1,Q5TAT6
SeqId_6571_75,Q8N4C9
SeqId_6572_10,Q86VH4
SeqId_6574_11,O60667
SeqId_6576_1,Q93070
SeqId_6577_64,Q16363
SeqId_6578_29,Q9H2S6
SeqId_6580_29,P20742
SeqId_6584_1,P23327
SeqId_6586_19,O75078
SeqId_6587_6,Q96NI6
SeqId_6593_5,Q14435
SeqId_6594_64,Q9NPB0
SeqId_6597_24,Q8TBP5
SeqId_6599_5,Q8J025
SeqId_6600_70,Q8NC24
SeqId_6603_18,P23352
SeqId_6604_59,Q8TB73
SeqId_6605_17,P35858
SeqId_6606_61,Q15726
SeqId_6609_22,P09543
SeqId_6611_8,Q6UW63
SeqId_6612_90,Q6PL45
SeqId_6617_12,Q6DN72
SeqId_6620_82,Q96FE5
SeqId_6621_10,P04090
SeqId_6622_90,Q9ULZ1
SeqId_6624_94,O96014
SeqId_6625_31,Q8NBU5
SeqId_6626_81,Q9NRB3
SeqId_6627_25,P54315
SeqId_6629_3,P60022
SeqId_6631_17,P20849
SeqId_6633_43,B0FP48
SeqId_6641_60,P0CG47
SeqId_6647_55,P0CG48
SeqId_6649_51,O95631
SeqId_6651_74,P0CG47
SeqId_6653_58,Q08722
SeqId_6706_18,P10696
SeqId_6713_4,Q86VZ4
SeqId_6715_63,P10696
SeqId_6895_1,P02786
SeqId_6896_3,Q8NEQ5
SeqId_6897_38,O94766
SeqId_6899_37,Q9H0N5
SeqId_6900_30,Q9Y385
SeqId_6904_14,O43300
SeqId_6907_17,Q8N6Q1
SeqId_6909_40,Q10469
SeqId_6911_103,Q6EIG7
SeqId_6912_6,Q86XE3
SeqId_6913_189,P26583
SeqId_6915_2,Q6UWJ8
SeqId_6917_49,Q9BY71
SeqId_6918_183,P06307
SeqId_6919_3,P02008
SeqId_6920_1,Q6UXV0
SeqId_6921_24,O60512
SeqId_6923_1,O00469
SeqId_6925_26,Q9Y5X2
SeqId_6927_7,P52848
SeqId_6929_10,O43173
SeqId_6930_95,P61647
SeqId_6932_42,P08648
SeqId_6933_20,Q9BQ48
SeqId_6934_8,Q99LC4
SeqId_6936_7,Q969W9
SeqId_6937_251,Q9BWL3
SeqId_6938_21,O60330
SeqId_6940_18,Q9HDC5
SeqId_6941_11,Q8NBK3
SeqId_6947_4,Q9Y274
SeqId_6948_82,Q92562
SeqId_6951_26,Q96FT7
SeqId_6955_68,Q13596
SeqId_6961_14,Q6UXB1
SeqId_6962_5,P79483
SeqId_6965_19,Q9UHC6
SeqId_6966_144,P61266
SeqId_6967_5,Q99LC4
SeqId_6969_14,Q8TCV5
SeqId_6974_6,P04233
SeqId_6975_52,O95295
SeqId_6984_6,Q969P0
SeqId_6986_17,Q9Y662
SeqId_6990_44,Q9HCN8
SeqId_6991_24,Q9Y231
SeqId_6992_67,P02042
SeqId_6994_19,Q9UK00
SeqId_6997_32,Q9ULW5
SeqId_6998_106,Q12797
SeqId_7003_4,Q86SR1
SeqId_7006_4,Q9BXS0
SeqId_7007_24,Q9Y296
SeqId_7009_8,P21854
SeqId_7011_8,Q6PIL6
SeqId_7014_27,Q99LC4
SeqId_7015_8,O75023
SeqId_7016_12,Q02742
SeqId_7018_10,Q9UJK0
SeqId_7019_13,O75326
SeqId_7020_13,Q9GZS9
SeqId_7034_4,Q99LC4
SeqId_7038_45,Q92187
SeqId_7045_4,Q12983
SeqId_7046_6,Q96LM9
SeqId_7048_4,Q7Z692
SeqId_7049_2,O75077
SeqId_7050_5,Q7Z3B1
SeqId_7054_87,Q9UHP7
SeqId_7057_18,Q99LC4
SeqId_7059_14,Q6PI73
SeqId_7060_2,Q96HE7
SeqId_7064_2,Q9BV40
SeqId_7065_1,O95866
SeqId_7066_199,Q5JX69
SeqId_7069_9,Q96NA8
SeqId_7070_25,P23276
SeqId_7071_23,Q9UKM7
SeqId_7073_69,Q8WYQ4
SeqId_7076_17,O95672
SeqId_7077_9,Q99LC4
SeqId_7081_2,O00481
SeqId_7082_2,Q6ZMB0
SeqId_7083_74,O95460
SeqId_7084_1,Q8NBI3
SeqId_7085_81,Q15517
SeqId_7089_42,Q9BT88
SeqId_7090_17,Q10472
SeqId_7092_7,Q8N807
SeqId_7096_30,Q96DB5
SeqId_7097_8,Q9Y6F8
SeqId_7099_33,Q8N475
SeqId_7100_31,P06729
SeqId_7104_71,Q86V35
SeqId_7105_7,Q9BTV7
SeqId_7106_37,Q86WS3
SeqId_7108_7,O75264
SeqId_7110_2,Q9UBS4
SeqId_7113_1,Q9HAV7
SeqId_7115_5,P04279
SeqId_7116_31,Q8IYS5
SeqId_7117_21,O75830
SeqId_7118_24,Q8IVU1
SeqId_7121_2,O43581
SeqId_7123_25,Q86TS9
SeqId_7124_18,Q9HBE4
SeqId_7125_4,Q99LC4
SeqId_7127_3,P02652
SeqId_7128_9,Q5GFL6
SeqId_7130_4,Q6ISS4
SeqId_7131_207,P24821
SeqId_7132_55,Q86Z23
SeqId_7136_7,Q99LC4
SeqId_7137_8,Q9UJ68
SeqId_7139_14,Q8IW52
SeqId_7140_1,P08217
SeqId_7141_21,Q9UQ53
SeqId_7142_5,P15169
SeqId_7143_9,Q8N0V5
SeqId_7144_234,Q96I82
SeqId_7145_1,Q06033
SeqId_7146_16,P13667
SeqId_7147_35,Q8IUA0
SeqId_7148_42,Q9BQD7
SeqId_7153_66,Q9NPE2
SeqId_7154_92,Q6P5S2
SeqId_7155_46,P20851
SeqId_7156_2,Q6P4F1
SeqId_7157_22,Q9UN74
SeqId_7161_25,O95479
SeqId_7163_26,Q9GZZ8
SeqId_7167_102,Q9P0L0
SeqId_7173_141,Q8N3T6
SeqId_7175_4,Q9Y5H1
SeqId_7178_59,Q9NTK1
SeqId_7179_69,O94856
SeqId_7180_114,P01570
SeqId_7181_17,O95292
SeqId_7183_102,Q6UXH0
SeqId_7184_13,Q14002
SeqId_7185_29,P40197
SeqId_7186_111,Q13277
SeqId_7187_3,Q5SGD2
SeqId_7189_55,Q7LGC8
SeqId_7191_32,Q14BN4
SeqId_7192_37,Q8IU57
SeqId_7193_98,Q9H158
SeqId_7194_36,Q9Y639
SeqId_7196_21,P05000
SeqId_7197_2,Q9Y5T4
SeqId_7198_197,O75063
SeqId_7199_3,O14994
SeqId_7200_4,Q9ULH4
SeqId_7201_5,Q9H1K1
SeqId_7202_107,Q9H3T2
SeqId_7203_125,Q9Y644
SeqId_7204_1,Q3KPI0
SeqId_7206_20,P09467
SeqId_7207_4,Q13123
SeqId_7208_60,Q9UBM8
SeqId_7210_25,P51693
SeqId_7211_2,P07998
SeqId_7215_18,P00387
SeqId_7218_87,P14415
SeqId_7219_152,P0DMV8
SeqId_7221_56,Q07065
SeqId_7223_60,Q99584
SeqId_7224_11,Q6PIZ9
SeqId_7225_51,Q8N4V1
SeqId_7227_75,O43405
SeqId_7228_2,Q969X2
SeqId_7231_37,Q6ZMR5
SeqId_7233_73,O15547
SeqId_7234_12,Q8IYK4
SeqId_7240_2,Q14703
SeqId_7242_14,Q8IW00
SeqId_7244_16,Q9H665
SeqId_7245_2,O95319
SeqId_7246_4,Q5SZK8
SeqId_7247_1,Q5T7V8
SeqId_7249_307,Q9HD36
SeqId_7251_64,Q9BXJ4
SeqId_7253_6,Q96PU8
SeqId_7257_18,Q96A98
SeqId_7258_5,P13727
SeqId_7262_191,Q8NCH0
SeqId_7265_32,P61366
SeqId_7266_4,Q86WD7
SeqId_7267_2,O15270
SeqId_7551_33,Q14392
SeqId_7624_19,Q01484
SeqId_7625_27,P27348
SeqId_7628_40,Q96HD1
SeqId_7638_30,Q12907
SeqId_7648_9,Q00872
SeqId_7655_11,P16860
SeqId_7696_3,Q14596
SeqId_7713_102,Q06787
SeqId_7717_95,P13569
SeqId_7732_45,O75379
SeqId_7736_28,Q96PE5
SeqId_7737_76,P18564
SeqId_7738_299,P32856
SeqId_7740_33,Q969F0
SeqId_7741_111,Q92541
SeqId_7742_11,Q8N7C7
SeqId_7743_5,Q3ZCQ8
SeqId_7745_3,Q9NZ45
SeqId_7746_230,Q99LC4
SeqId_7747_47,Q9NX14
SeqId_7748_11,P19404
SeqId_7751_121,Q96HF1
SeqId_7752_31,Q8WXI8
SeqId_7753_21,Q9BUP3
SeqId_7754_11,P78504
SeqId_7755_37,P18084
SeqId_7757_5,P01906
SeqId_7758_217,Q9Y6U7
SeqId_7761_125,Q9Y259
SeqId_7762_30,O75324
SeqId_7763_25,P55287
SeqId_7765_15,O43736
SeqId_7766_25,Q12836
SeqId_7767_1,Q6UWE3
SeqId_7769_29,P78314
SeqId_7770_25,Q9UMS0
SeqId_7773_20,P43627
SeqId_7776_20,Q8IZJ1
SeqId_7778_104,Q96LW7
SeqId_7779_86,Q9NPF2
SeqId_7782_34,P56851
SeqId_7784_1,P01042
SeqId_7785_1,Q15768
SeqId_7786_83,Q92478
SeqId_7787_25,A6NI73
SeqId_7788_1,P18859
SeqId_7789_182,Q13162
SeqId_7790_21,P15018
SeqId_7792_58,Q9GZT6
SeqId_7795_14,Q07444
SeqId_7796_10,P11912
SeqId_7797_11,Q9P0B6
SeqId_7800_85,Q99LC4
SeqId_7801_30,Q99LC4
SeqId_7802_53,Q99LC4
SeqId_7803_4,O43916
SeqId_7805_52,O95249
SeqId_7806_33,Q9UBV7
SeqId_7808_5,O94923
SeqId_7809_22,Q9BWV2
SeqId_7810_20,Q9BXJ0
SeqId_7813_6,P05187
SeqId_7815_49,Q8WX77
SeqId_7816_23,Q99LC4
SeqId_7817_36,Q99LC4
SeqId_7818_101,Q6ZN66
SeqId_7821_6,Q13901
SeqId_7822_11,Q9NWW9
SeqId_7823_22,Q9UJ37
SeqId_7824_88,Q8IXL7
SeqId_7825_7,Q8N2K0
SeqId_7826_1,Q9C098
SeqId_7827_20,Q8TC27
SeqId_7835_2,O60238
SeqId_7838_27,Q99954
SeqId_7839_99,Q7Z5A8
SeqId_7841_84,Q96AP7
SeqId_7842_52,O75920
SeqId_7843_152,Q99LC4
SeqId_7846_44,Q9UQ72
SeqId_7847_66,Q99LC4
SeqId_7849_3,Q16769
SeqId_7850_1,Q96KJ9
SeqId_7851_30,Q86W74
SeqId_7852_9,Q9H2K0
SeqId_7853_19,O75880
SeqId_7854_38,Q68D85
SeqId_7856_51,Q8WW52
SeqId_7857_22,P30990
SeqId_7859_21,Q9UN70
SeqId_7860_9,Q5GLZ8
SeqId_7861_9,Q01974
SeqId_7863_50,O00264
SeqId_7864_3,Q9NYZ4
SeqId_7865_126,P53816
SeqId_7866_11,Q96LL9
SeqId_7867_154,Q9NSC7
SeqId_7871_16,Q24JP5
SeqId_7872_5,Q99LC4
SeqId_7873_32,Q96PF2
SeqId_7875_86,P08567
SeqId_7878_2,P60468
SeqId_7879_12,P08684
SeqId_7880_9,P25786
SeqId_7881_244,Q8N5Y8
SeqId_7886_26,O15269
SeqId_7887_57,P10606
SeqId_7888_58,Q9Y2R0
SeqId_7890_68,Q8N608
SeqId_7891_45,P19224
SeqId_7892_132,A2RU67
SeqId_7894_155,P11487
SeqId_7895_108,Q8TCY5
SeqId_7897_75,Q92796
SeqId_7898_29,Q8TC05
SeqId_7903_18,Q15836
SeqId_7905_30,P00738
SeqId_7910_41,Q9P244
SeqId_7911_29,Q8IWT1
SeqId_7916_10,P31151
SeqId_7917_17,O75976
SeqId_7918_114,P04745
SeqId_7920_30,Q92186
SeqId_7921_65,Q86VR8
SeqId_7922_5,P35318
SeqId_7923_41,Q9C0C4
SeqId_7924_7,P09693
SeqId_7925_18,A6NFE2
SeqId_7926_13,P49223
SeqId_7927_16,Q9BVH7
SeqId_7928_183,O60507
SeqId_7930_3,Q9Y3B2
SeqId_7932_23,Q8NBV8
SeqId_7933_75,Q9P0K1
SeqId_7934_11,Q9ULP0
SeqId_7935_26,O95461
SeqId_7939_1,A1A4F0
SeqId_7943_16,Q86UP6
SeqId_7944_1,Q8N743
SeqId_7945_10,Q9H2E6
SeqId_7947_19,Q96N21
SeqId_7948_129,A6NH11
SeqId_7950_142,Q6UXG8
SeqId_7952_2,Q96AJ9
SeqId_7953_20,Q13291
SeqId_7955_195,P19827
SeqId_7956_11,Q5TGZ0
SeqId_7957_2,Q8WXD2
SeqId_7959_34,Q9ULB5
SeqId_7960_53,Q6S5H5
SeqId_7962_11,P0C7L1
SeqId_7963_36,Q99LC4
SeqId_7967_38,A6NI47
SeqId_7968_15,O95727
SeqId_7969_163,Q8NEX6
SeqId_7970_315,Q13508
SeqId_7975_97,Q6ZN44
SeqId_7976_19,Q9P0K9
SeqId_7980_72,Q9NY97
SeqId_7981_230,Q96L58
SeqId_7982_10,Q9BYC8
SeqId_7983_1,Q9Y5F6
SeqId_7986_98,Q9Y3Q0
SeqId_7989_5,A1L170
SeqId_7991_54,Q8N6M8
SeqId_7992_3,Q99LC4
SeqId_7993_23,Q6HA08
SeqId_7994_41,Q86YB8
SeqId_7995_16,B2RUY7
SeqId_7997_118,Q14184
SeqId_7999_23,P49961
SeqId_8000_17,Q8N109
SeqId_8002_27,Q9H3S3
SeqId_8003_57,Q8N145
SeqId_8004_15,O14556
SeqId_8005_1,P84157
SeqId_8006_12,Q9NXW2
SeqId_8007_19,P07858
SeqId_8008_28,O00198
SeqId_8009_121,Q15526
SeqId_8011_96,Q6ZNF0
SeqId_8013_9,Q9H0V9
SeqId_8014_359,Q5SRI9
SeqId_8015_144,Q99LC4
SeqId_8016_19,Q9NNZ3
SeqId_8017_23,Q96CU9
SeqId_8018_43,Q96IQ7
SeqId_8019_73,Q9NZ72
SeqId_8021_59,Q6P1L8
SeqId_8023_23,Q99LC4
SeqId_8024_64,O60704
SeqId_8028_22,Q9NQ38
SeqId_8029_35,Q99LC4
SeqId_8031_11,Q99LC4
SeqId_8032_23,P59942
SeqId_8033_1,Q9H819
SeqId_8034_6,A6NNA5
SeqId_8035_6,Q9H425
SeqId_8036_75,P01225
SeqId_8038_41,Q15738
SeqId_8039_41,Q8N128
SeqId_8040_9,Q68G75
SeqId_8041_5,Q99LC4
SeqId_8042_88,Q5DT21
SeqId_8043_153,P49747
SeqId_8044_90,P55808
SeqId_8045_3,Q8N743
SeqId_8046_9,P09382
SeqId_8048_9,Q8N4E7
SeqId_8051_10,Q8N302
SeqId_8053_16,Q8TBM8
SeqId_8055_33,P98153
SeqId_8057_78,Q99LC4
SeqId_8059_1,P40225
SeqId_8060_7,O14511
SeqId_8061_102,Q6P995
SeqId_8062_15,Q9NVM1
SeqId_8064_125,P15151
SeqId_8065_245,P0C8F1
SeqId_8066_38,Q86SS6
SeqId_8067_21,Q9Y6H6
SeqId_8068_43,Q6NSJ0
SeqId_8069_85,P07766
SeqId_8070_88,P78352
SeqId_8071_114,Q9Y5E2
SeqId_8072_19,Q99LC4
SeqId_8074_32,Q9BUB7
SeqId_8076_4,Q8IXA5
SeqId_8078_15,Q99LC4
SeqId_8079_39,Q8N140
SeqId_8080_24,Q1L6U9
SeqId_8081_55,Q8N7P1
SeqId_8085_10,Q99LC4
SeqId_8086_49,Q9Y287
SeqId_8087_250,O43567
SeqId_8088_56,Q8IVY1
SeqId_8089_173,P22736
SeqId_8093_13,Q6NSJ0
SeqId_8094_20,Q8N5K1
SeqId_8097_77,Q5VXI9
SeqId_8098_37,P24557
SeqId_8099_42,Q9BUD6
SeqId_8100_15,Q7Z4H4
SeqId_8102_239,Q6ZWK4
SeqId_8104_21,Q13651
SeqId_8106_15,P43307
SeqId_8107_12,Q8WY98
SeqId_8219_14,O60844
SeqId_8220_15,Q96D05
SeqId_8221_19,P14174
SeqId_8222_49,Q6ZTQ4
SeqId_8225_86,P29323
